material_id,composition,target
41,"{'Al': -0.056899884949211055, 'Cr': -0.678569235704653, 'Mo': 0.4621962583337562}",2.7213915509836597
42,"{'Al': -0.47932206614311657, 'Cr': 1.2504891802643963, 'Mo': -1.1285598175424085}",6.21384407923812
43,"{'Al': 1.4339214081836604, 'Cr': 1.319467499116242, 'Mo': -0.8419208333412632}",6.160846054124238
45,"{'Al': -1.030593058302255, 'Cr': -0.44194435981738267, 'Mo': -0.6830019553108129}",-0.0321654139265829
46,"{'Al': 0.16255195893827046, 'Cr': 0.9385947185977455, 'Mo': 0.2871911744027531}",4.770607011356383
47,"{'Al': 0.6712111901933069, 'Cr': -1.1304640887321071, 'Mo': -0.40828106337022474}",6.716417513881241
48,"{'Al': 0.9875360597748335, 'Cr': 0.7971478364338322, 'Mo': -1.0571188717880062}",4.010487512777416
49,"{'Al': 0.037586098129520185, 'Cr': -0.9416901175822388, 'Mo': -0.04875556498082889}",4.615969551931832
50,"{'Al': -0.015383779847175427, 'Cr': -0.8530360511277777, 'Mo': -1.379291688059043}",3.908554437418081
51,"{'Al': 1.5469390231707467, 'Cr': -0.6356923705590498, 'Mo': 1.0622463117972205}",2.9979199771627285
52,"{'Al': -1.4096105079313304, 'Cr': -0.9613519279567826, 'Mo': 1.4912523887860911}",3.3110760901021536
53,"{'Al': -0.6197768307157884, 'Cr': 1.507824257475629, 'Mo': -1.151199757369445}",7.01758766703214
56,"{'Al': 1.287834634602858, 'Cr': 1.121953901659479, 'Mo': 1.5350003235841134}",11.52533455618105
57,"{'Al': 0.46925926773913673, 'Cr': 0.5295460450543326, 'Mo': -0.26670011148785266}",2.15865817103296
58,"{'Al': 0.41244174821390667, 'Cr': -1.3617394206058415, 'Mo': -1.5650674446382278}",9.210621340072214
61,"{'Al': -1.1134286486803453, 'Cr': 0.14554061559412146, 'Mo': -1.3568815769353866}",-2.029557441297525
62,"{'Al': 1.367110646935847, 'Cr': -0.2572287220378031, 'Mo': 0.054627282859030624}",1.4102505281276108
64,"{'Al': -0.1688237506934891, 'Cr': 0.8255423292287554, 'Mo': 0.1446680001307612}",3.5882044506487905
65,"{'Al': -1.5034713109160884, 'Cr': 0.16708700917026964, 'Mo': -0.7908654944752725}",-0.7797670480401601
68,"{'Al': 0.10855065210399983, 'Cr': 0.559701122816282, 'Mo': 1.4207612090713182}",2.3999969646859234
69,"{'Al': 0.06016755996548406, 'Cr': -1.3439317357465987, 'Mo': -0.9081563149669518}",6.808582579281738
71,"{'Al': 1.0561802988384708, 'Cr': -1.4418861113003474, 'Mo': 0.07495788300821249}",7.630183688875139
73,"{'Al': -1.4113849330945334, 'Cr': -0.9859996840573343, 'Mo': -0.8066911607340983}",2.465715550404844
74,"{'Al': 1.3438001231606411, 'Cr': -1.228848902298617, 'Mo': 1.1149510494856174}",6.041630593902153
75,"{'Al': -0.300592351729446, 'Cr': 0.6823444689279321, 'Mo': -0.9883067734908356}",2.5840072626307364
77,"{'Al': 0.4810766605198893, 'Cr': -0.9060990120770035, 'Mo': -1.5192448694271607}",6.750107374675176
79,"{'Al': 0.3574306670818119, 'Cr': 0.4810503996331117, 'Mo': -0.40405445193518896}",1.7682692331003416
80,"{'Al': 0.3077188294910178, 'Cr': 0.6159008432460644, 'Mo': -0.9451927858817991}",2.548422593439552
81,"{'Al': 0.9739938607542133, 'Cr': -0.301733477640856, 'Mo': 0.3568494256202235}",1.3272086864205384
82,"{'Al': -0.38265438216051795, 'Cr': 1.1852607741638232, 'Mo': 0.8787873825969506}",5.073524762635966
83,"{'Al': 1.3413231391662381, 'Cr': -0.2407289779129438, 'Mo': 1.3530329975615176}",2.5362426272500738
84,"{'Al': 1.3887024096802727, 'Cr': 0.9967065963073933, 'Mo': -0.26240921005644213}",5.521175008133108
85,"{'Al': -0.8009047141061401, 'Cr': 0.21248261364635557, 'Mo': 0.7765761100689477}",-0.6937456596946295
87,"{'Al': 0.85678727579768, 'Cr': -1.436632964483322, 'Mo': 0.7986181956301461}",6.721320987389189
89,"{'Al': 1.5338532567491394, 'Cr': -0.07674332311041643, 'Mo': -1.3657043726034344}",2.946643915618117
90,"{'Al': 0.9811543783358796, 'Cr': -0.7221621033171312, 'Mo': 0.286437507690549}",3.6548971518822047
91,"{'Al': 0.9432203864427202, 'Cr': -1.0231150566982072, 'Mo': -0.7330289294762019}",6.825366883822867
92,"{'Al': -0.5072942931657924, 'Cr': -1.0369858309049553, 'Mo': 0.3284548886787231}",4.902404119487844
93,"{'Al': 1.3269833364997652, 'Cr': -0.7515254870635986, 'Mo': 1.1344539493167565}",3.8228079849550447
94,"{'Al': -1.2549216204956517, 'Cr': -0.4336133592101483, 'Mo': 1.406019453087859}",-0.7557112674084814
95,"{'Al': 0.8210619041182352, 'Cr': 1.1345195545772304, 'Mo': -0.5758175087860159}",5.913246104966127
97,"{'Al': 1.3734751679473889, 'Cr': -0.5578055407038207, 'Mo': -0.9823194169690979}",4.221668941641721
98,"{'Al': -1.4141983847717459, 'Cr': 0.6463910378105289, 'Mo': -1.0661799724056902}",1.9620109783585091
99,"{'Al': -0.6514666350002243, 'Cr': 1.2004840307178348, 'Mo': -0.34597155719688644}",5.783585813596547
100,"{'Al': -0.8401258987727178, 'Cr': -0.4336574574113039, 'Mo': -1.235519870994164}",-0.8846605749626464
102,"{'Al': -0.06547556753712835, 'Cr': -0.1356583397714195, 'Mo': -1.2009826185238013}",-0.0179893115023721
103,"{'Al': 0.05835645639555054, 'Cr': 1.4242349228957316, 'Mo': 1.170450356635441}",7.069069113793003
104,"{'Al': 0.9233550254225058, 'Cr': 0.06868963944826878, 'Mo': 0.21600485972827577}",0.8479617066663778
105,"{'Al': 0.2938050265195402, 'Cr': 0.2640357100439259, 'Mo': 1.5260442290855476}",1.6848201510664318
106,"{'Al': -0.1426553069406027, 'Cr': 0.22581737614775554, 'Mo': -0.37098181106867867}",0.2222185665120651
108,"{'Al': 1.2383243084013125, 'Cr': -1.287880585144551, 'Mo': -0.4633225017450744}",8.221462712836178
109,"{'Al': 0.9203372147240274, 'Cr': -0.9263457298207878, 'Mo': 0.8368506725455158}",4.658355072053965
111,"{'Al': 1.2477279298678252, 'Cr': 0.8205940727830283, 'Mo': 1.1305383389262205}",6.717108482113836
112,"{'Al': 1.180717921220856, 'Cr': 0.8504833238038181, 'Mo': 1.5562993711627215}",9.204071832274249
113,"{'Al': 1.505095022782363, 'Cr': 0.16391867425477935, 'Mo': 0.4803832965626147}",1.3439330917916763
114,"{'Al': -0.1105789492506235, 'Cr': 1.0282042783507408, 'Mo': -0.40515179523877576}",5.076458302706703
115,"{'Al': -1.3502344002118052, 'Cr': -0.24080849362216883, 'Mo': -0.26357420337666193}",-0.6786400440383282
116,"{'Al': -1.0120222337366998, 'Cr': -1.4040348132907503, 'Mo': -1.3623688634875935}",2.5277752001586244
117,"{'Al': -1.4145239032213035, 'Cr': -1.4077343126501083, 'Mo': 0.9923950480624169}",7.350600550424872
118,"{'Al': 0.7392587028127751, 'Cr': 0.7572341539967735, 'Mo': -0.39628559203979585}",3.722135942781867
119,"{'Al': -0.6038361889406109, 'Cr': 1.28169630014379, 'Mo': -0.5926270846666526}",6.347354087868819
121,"{'Al': 1.2646152771261803, 'Cr': 0.9505406715145854, 'Mo': -0.004171450782602282}",5.582945431847236
122,"{'Al': 0.7804564765017039, 'Cr': 0.6220292563103698, 'Mo': 1.2475146820393794}",4.612289645722957
123,"{'Al': 0.7101562595250477, 'Cr': -0.7589282874871581, 'Mo': -0.31084044078279205}",4.169142166223888
124,"{'Al': -1.0017353453008875, 'Cr': 0.5747340318774619, 'Mo': 0.22770775367107698}",1.0704362130646032
125,"{'Al': -0.8828347943463765, 'Cr': 0.2289563822877574, 'Mo': -1.3773809462734288}",-1.492119596825026
126,"{'Al': -0.2605006262718661, 'Cr': -0.6976342212818714, 'Mo': -1.1668631947456611}",2.147940584938419
127,"{'Al': 1.0957857155488195, 'Cr': -0.799581669662283, 'Mo': -1.035544381666928}",6.003343238448386
128,"{'Al': 0.24626344547863943, 'Cr': 1.2608091831041337, 'Mo': -1.4612309835974928}",6.664975502934381
129,"{'Al': 0.5484094440789584, 'Cr': -0.7040888466222917, 'Mo': 0.17519048438789397}",3.373232865631712
130,"{'Al': 0.19296666937908524, 'Cr': 1.2849085909452906, 'Mo': -0.9597521938447424}",6.449949580113499
131,"{'Al': 0.1689242129257993, 'Cr': 0.7883085059203792, 'Mo': -1.3696244228692858}",3.779374493203062
132,"{'Al': -0.5807759131302102, 'Cr': 0.4927390842603385, 'Mo': -0.16480963017495442}",1.074976896985951
133,"{'Al': 1.37183921288849, 'Cr': -0.8087869721716362, 'Mo': 1.287331243323686}",4.494436063184033
134,"{'Al': -1.4827136678886619, 'Cr': 0.43794223662803233, 'Mo': -1.2334156926673163}",-0.0415622428708174
135,"{'Al': 0.09070956521155948, 'Cr': -0.24942323475855344, 'Mo': 1.1015149754571274}",0.5542773510525538
138,"{'Al': 0.7833828336027548, 'Cr': -0.7729469311917481, 'Mo': 0.7481694885467101}",3.70327539293741
140,"{'Al': 1.4931454804300777, 'Cr': -0.9647038385153484, 'Mo': -0.008829664631614387}",5.7393042801099625
141,"{'Al': 1.5593507979996448, 'Cr': -0.826651800506885, 'Mo': -0.3566165456759174}",5.297320024385755
142,"{'Al': -0.6832631309786021, 'Cr': -0.09983717044962637, 'Mo': 1.0615449094553857}",-0.8780110531595027
143,"{'Al': -0.7979684392238168, 'Cr': -0.4948246359410118, 'Mo': 1.2583645466111588}",0.5249128928529596
144,"{'Al': 0.8993937129574121, 'Cr': 1.3745384878359732, 'Mo': 1.1407190536950154}",9.668668878738105
145,"{'Al': 0.4021727179365069, 'Cr': 1.2411753557067353, 'Mo': 0.3732658844238512}",6.877330591708303
146,"{'Al': 0.058830170422946804, 'Cr': 0.8793970878500468, 'Mo': 0.2437420771974903}",4.228242952403169
147,"{'Al': -0.3016928871104283, 'Cr': -1.0472470904520093, 'Mo': 0.361603534944158}",5.0857399187936565
148,"{'Al': -0.4613531342491326, 'Cr': -0.0980503630791203, 'Mo': 0.401442300972614}",-0.3615201522817196
149,"{'Al': 0.4904661705995532, 'Cr': 0.12347767226659534, 'Mo': 0.7014960995096962}",0.6857259060584902
150,"{'Al': 0.30369453473793495, 'Cr': 0.6709043207478045, 'Mo': 1.3238027116272617}",3.769831331241625
151,"{'Al': -0.07088153278511977, 'Cr': -0.4156066490214725, 'Mo': -0.6698838759769759}",1.0390872867300658
152,"{'Al': 0.22127280001585525, 'Cr': 1.410568976118022, 'Mo': 1.4695965554231978}",8.033000380733998
153,"{'Al': -1.2304206656596672, 'Cr': -1.0925801274582492, 'Mo': 1.5556533106239376}",3.918582706407945
154,"{'Al': -1.5070151147733146, 'Cr': -1.3409749281983747, 'Mo': -0.9039462671227971}",3.448844110278205
155,"{'Al': -0.6517952959157083, 'Cr': 0.08335955845581822, 'Mo': -0.9317463310194867}",-0.7267590656528913
156,"{'Al': -0.48222152561567366, 'Cr': -1.408368609445005, 'Mo': -0.45562162170214826}",5.994063608614927
157,"{'Al': 1.3302275092834681, 'Cr': 0.5644465000348413, 'Mo': -0.2391897149730713}",2.770920596066744
159,"{'Al': 0.0735140034865347, 'Cr': -0.012987269463564433, 'Mo': -1.5534353646481}",0.2901571606129833
160,"{'Al': -1.4973569217023526, 'Cr': 0.6251686178062426, 'Mo': -1.2047905621518717}",1.5356108220500435
161,"{'Al': 0.46171257280106204, 'Cr': 0.157997985097317, 'Mo': -1.3274681362093779}",1.1991998427761703
162,"{'Al': 1.3721451350301335, 'Cr': -0.18079622802307238, 'Mo': -1.1834832223448815}",2.4872651052406
163,"{'Al': -1.0171916498561782, 'Cr': 1.434893608915012, 'Mo': -1.0110467513423134}",7.1268352830134205
164,"{'Al': -1.3295068131680305, 'Cr': -0.7146495725263968, 'Mo': 0.33549483927628243}",2.3894666557218
165,"{'Al': -0.2825569877253511, 'Cr': 0.45441434582808915, 'Mo': -0.7229466225627883}",1.1439342064063382
166,"{'Al': 0.35746831670618184, 'Cr': 0.40490750726910907, 'Mo': -1.009100227095282}",1.4447888912297244
167,"{'Al': -1.5316202678083322, 'Cr': 0.4036317115328114, 'Mo': 0.09561442376740237}",0.0141570655189631
169,"{'Al': 0.5276008927140468, 'Cr': -1.0615055262193778, 'Mo': -0.8845677494903439}",6.558505998019129
170,"{'Al': -0.6535795170550527, 'Cr': -0.15156517258108448, 'Mo': -0.19539953496317475}",-0.4726053363042268
171,"{'Al': 0.13076265220535288, 'Cr': -1.2995806747602558, 'Mo': -1.4776512469108924}",7.204997526582997
172,"{'Al': 1.4295851500599674, 'Cr': 0.7076478507134176, 'Mo': -1.2699923554775836}",3.888578056915255
173,"{'Al': -1.0569462879529947, 'Cr': 1.5705301179330395, 'Mo': 0.3002724194233468}",5.592394054336676
175,"{'Al': -1.1513996100161281, 'Cr': -0.19955426645924668, 'Mo': -1.5308213472572043}",-3.5218204572143925
176,"{'Al': -1.0503091687499173, 'Cr': 0.46320803821494927, 'Mo': -1.3515550118385444}",-0.1976974260645346
177,"{'Al': 0.6995942539352678, 'Cr': -1.2354544148883395, 'Mo': 0.10147659909958029}",6.785162873389423
178,"{'Al': -0.6892836803827865, 'Cr': -1.4518593535091893, 'Mo': 0.13843780300571806}",6.420464035151478
179,"{'Al': -0.49634151250517333, 'Cr': 0.5193259957975673, 'Mo': 0.17394385240487353}",1.1929507159775292
180,"{'Al': 1.02590680662728, 'Cr': -1.3564665066677357, 'Mo': -1.272956234083204}",10.491367565542133
181,"{'Al': -1.2009943737093653, 'Cr': -0.34403599829707043, 'Mo': 0.9028137083035395}",-0.0238407581262895
182,"{'Al': 0.00683611907270687, 'Cr': 0.4113248972385599, 'Mo': -1.270341036183915}",1.1306109949858911
183,"{'Al': 0.9052579931610669, 'Cr': 0.9767552767268817, 'Mo': -1.3448478516287041}",5.602002742179073
185,"{'Al': -0.21421826423563828, 'Cr': 0.5420817698916438, 'Mo': -0.5853166062978267}",1.720732004951628
186,"{'Al': 0.9390757988829539, 'Cr': 0.15511438493673846, 'Mo': -1.0046373300888378}",1.2163455268889531
187,"{'Al': -0.5258260140168924, 'Cr': -1.2094637216314075, 'Mo': 1.067310372345852}",6.049200324645883
188,"{'Al': -0.8231370058117777, 'Cr': 1.1308877996866697, 'Mo': -0.028119959415002116}",5.027375287277367
189,"{'Al': -0.7994768136861041, 'Cr': 0.26666782874856954, 'Mo': 0.670638545524533}",-0.473665209360848
190,"{'Al': -0.5802692561923032, 'Cr': -1.1966066835664397, 'Mo': -1.3899372289111847}",3.4615680902153123
191,"{'Al': -0.9160081866527408, 'Cr': 0.9703438740606982, 'Mo': -1.3114696699095458}",4.056240343536446
192,"{'Al': -1.3800316231431793, 'Cr': -0.9325201076976145, 'Mo': 0.24323249476688003}",3.8786389952276097
193,"{'Al': -1.3457737754408954, 'Cr': 0.06773427861506076, 'Mo': -0.01970108051629338}",-0.9406439277745996
194,"{'Al': -1.0416893299510672, 'Cr': -1.4664892767647681, 'Mo': -0.8155338425651202}",4.5492040597048815
195,"{'Al': 0.6606114921085777, 'Cr': 0.9741251507539346, 'Mo': -1.5352041835810428}",6.053636394201551
196,"{'Al': -0.21743053078843722, 'Cr': 0.9720768120177903, 'Mo': 1.148693826490613}",4.097728967334216
197,"{'Al': 0.37472440675270735, 'Cr': 0.8611847080839823, 'Mo': 0.4013159019484862}",4.554206434642313
200,"{'Al': -0.5495178733907968, 'Cr': 0.589954446468036, 'Mo': 0.7539656053445705}",1.2694486245394228
201,"{'Al': 0.9676324168606687, 'Cr': -0.8315680999225411, 'Mo': 0.9948127622600818}",4.153096338511283
202,"{'Al': -0.7366881978251253, 'Cr': 1.170164103734657, 'Mo': -0.5509955518989422}",5.773435464296149
203,"{'Al': 0.348016937747754, 'Cr': 0.35328253431659173, 'Mo': -1.0884838780901829}",1.2607861884383649
204,"{'Al': 1.370583564700996, 'Cr': 1.311907711188406, 'Mo': 0.03561482504175428}",7.58998589051796
205,"{'Al': 0.7598667498865059, 'Cr': -0.6273288001722394, 'Mo': -0.33556527285159765}",3.2961347186741854
206,"{'Al': -1.3395311322491978, 'Cr': -1.1762807935129476, 'Mo': 1.2929875216273485}",5.707027193999888
207,"{'Al': 0.14643479314546926, 'Cr': 0.42866574204464536, 'Mo': 1.5440411851097648}",1.878513075283468
211,"{'Al': 0.056627959796579974, 'Cr': 0.0014707571092344995, 'Mo': 1.0218721360652943}",0.0875717369379116
212,"{'Al': -0.762605834309426, 'Cr': 1.4163636019374417, 'Mo': 1.239751302758688}",3.921444162757231
214,"{'Al': 0.6420927510700918, 'Cr': -0.3219559545957942, 'Mo': -0.5063806114912486}",1.4461215172195832
216,"{'Al': -1.4958510458395742, 'Cr': 0.7378206315541824, 'Mo': 1.4899306146788902}",-1.9494469096957576
217,"{'Al': 0.9214514440711832, 'Cr': 0.4279157837596703, 'Mo': 0.6836884805548764}",2.405380624976756
219,"{'Al': -1.2260260413139084, 'Cr': 1.0170023925430232, 'Mo': -0.586456388019802}",4.876703880529055
220,"{'Al': -0.6628763843143674, 'Cr': -0.8650399333354083, 'Mo': 1.539377272793518}",2.6611280257515064
222,"{'Al': 1.5640863348976195, 'Cr': 1.2962187658601856, 'Mo': 1.2531564552180723}",11.213042031213352
223,"{'Al': 0.9405426103581607, 'Cr': -0.2992769779174882, 'Mo': 0.7531373856493677}",1.297896958319016
224,"{'Al': -0.9538177759166451, 'Cr': 1.5645126335882886, 'Mo': 0.4855775424206259}",5.383535376741714
225,"{'Al': -1.087777855084061, 'Cr': 1.1924054764930636, 'Mo': 0.8818613661623034}",3.651220499231372
226,"{'Al': -0.6957332750932044, 'Cr': 0.47154030148535364, 'Mo': -0.2916404651026079}",0.9168973885517586
227,"{'Al': 0.9984941312280164, 'Cr': 0.21265745450426654, 'Mo': 0.13975590186199383}",1.1881122963308364
228,"{'Al': 0.3808744389881846, 'Cr': 1.226482668623444, 'Mo': 0.6999433019351824}",6.992282850031351
229,"{'Al': 0.9068685777235554, 'Cr': 0.6676927709930514, 'Mo': 0.8653331169507279}",4.293888920874581
230,"{'Al': 1.3419198933893695, 'Cr': 0.1655961451943433, 'Mo': 1.3117929338031815}",2.919689870134791
231,"{'Al': -0.6479154848722716, 'Cr': -0.8250685109010155, 'Mo': 1.4785717743568303}",2.5915302518069216
232,"{'Al': 0.024941202923253636, 'Cr': 1.5160976080418758, 'Mo': -1.0909279897565156}",6.97719729965839
233,"{'Al': 0.4400381975885841, 'Cr': -1.5463684862613467, 'Mo': 1.1338984747201213}",6.9552507541350925
234,"{'Al': 0.41205633802579844, 'Cr': 0.5371931899669424, 'Mo': 0.5619204558909914}",2.4040406101083183
236,"{'Al': 0.14764447394193958, 'Cr': 0.9592522851070333, 'Mo': 1.203425702064934}",5.186636499499818
238,"{'Al': -1.3355012989845032, 'Cr': 0.2186845296013611, 'Mo': 1.335713981494111}",-2.6091743565341003
239,"{'Al': 0.3384505737049115, 'Cr': -0.06074548656508627, 'Mo': -0.23048124088146937}",0.3641737853110506
240,"{'Al': -0.40525357655798433, 'Cr': 0.7644054664847997, 'Mo': 1.2462310888110002}",2.0453495307230902
241,"{'Al': -0.9714291708451684, 'Cr': -0.5622162727779665, 'Mo': 0.641938244599678}",1.5018804230159255
242,"{'Al': -0.17668123132040203, 'Cr': -0.5857057117709383, 'Mo': 0.23243703168100804}",1.992532602110904
243,"{'Al': -0.9854063269222638, 'Cr': -1.0821712483550392, 'Mo': -0.13022191774157066}",4.465429438403048
245,"{'Al': -0.24708517562366117, 'Cr': 0.7947419216664335, 'Mo': -0.13397427697673758}",3.352705942255985
246,"{'Al': -1.0594443374496392, 'Cr': 0.826719539799659, 'Mo': -1.476730417270637}",2.2093521282718083
248,"{'Al': 1.1374656723746583, 'Cr': 1.0328700034744074, 'Mo': 0.3832254063572962}",6.586248385655986
249,"{'Al': 1.261914616124871, 'Cr': -0.20933505772136196, 'Mo': 0.5672593825254428}",1.131815794132672
250,"{'Al': -0.11766476326834296, 'Cr': 0.32051929530331047, 'Mo': -0.2993903241475324}",0.5909652787860787
251,"{'Al': 0.6414721829910364, 'Cr': 0.25615057814738607, 'Mo': 0.3794286280995183}",1.129846337651028
252,"{'Al': 1.4619046577195136, 'Cr': 0.5426848257471284, 'Mo': 0.6566837941673871}",3.5304530754586043
253,"{'Al': -0.7863616983497547, 'Cr': -0.4263374539477849, 'Mo': 1.4728682806097861}",-0.6317271116113086
255,"{'Al': -1.412070750940959, 'Cr': 1.096183846873115, 'Mo': 1.0943991897740029}",2.0834328748776287
257,"{'Al': -1.5548971590633949, 'Cr': 1.0692188013777697, 'Mo': -1.443759847008243}",4.571388865910918
258,"{'Al': 1.0437473144821956, 'Cr': -1.363728595904464, 'Mo': 0.403323365577561}",6.95056380471516
262,"{'Al': -0.9944969635613884, 'Cr': 0.9298892213390682, 'Mo': -1.5152791919681023}",2.918500227681282
263,"{'Al': 1.1249190516179377, 'Cr': 0.20643651925166018, 'Mo': 0.02221602685589885}",1.202434642086935
264,"{'Al': 1.4735106343968503, 'Cr': -1.2333560833299917, 'Mo': 0.0996779771219205}",7.034476116668451
266,"{'Al': -0.5587218075377969, 'Cr': -1.2279242355657725, 'Mo': -0.012875971556530974}",5.66848806037248
267,"{'Al': -0.6740339107543564, 'Cr': 1.2875363323185365, 'Mo': 0.3828470598835272}",5.4447500434193365
268,"{'Al': -0.6755588705821012, 'Cr': 0.8175755637240849, 'Mo': 0.4484752060854018}",2.7941905037094386
269,"{'Al': -0.8279509532738859, 'Cr': -0.12718360369042414, 'Mo': -1.3828077942393162}",-2.133454472443699
270,"{'Al': 0.30207111316524715, 'Cr': -1.4977119041382212, 'Mo': 0.10255740054044171}",7.207687663483753
271,"{'Al': -0.06741943356856894, 'Cr': -0.8269237578504175, 'Mo': -0.04300798793625016}",3.720064915512455
272,"{'Al': -0.4314445117160197, 'Cr': -1.2430841566972721, 'Mo': 1.118593591883716}",6.1905511237949575
273,"{'Al': -0.4809734234372134, 'Cr': -0.08186360851047092, 'Mo': -1.5433608930181477}",-1.7962578213377889
274,"{'Al': 1.1202311106264173, 'Cr': -0.6418147068530677, 'Mo': -0.7989275994869013}",4.244014985861725
276,"{'Al': 1.3727349104071895, 'Cr': -1.5648739916842545, 'Mo': -0.06483112126818469}",8.125016122421272
278,"{'Al': -1.2896649216409237, 'Cr': -1.0209268629154433, 'Mo': 1.3578230560753006}",4.338880518610304
279,"{'Al': -1.131138541531944, 'Cr': -0.795571999872581, 'Mo': 1.2665557671853303}",2.730534590680681
282,"{'Al': 0.9259541471126762, 'Cr': 0.24386469840428315, 'Mo': 1.000256559001163}",1.867798891888448
283,"{'Al': 0.7186330675908312, 'Cr': 0.21708065467193727, 'Mo': -1.282862753811658}",1.6467193834807643
284,"{'Al': 1.0410051137476177, 'Cr': -0.5946314300978413, 'Mo': 0.8187815447166762}",2.6736977893927465
285,"{'Al': 0.3817312040819463, 'Cr': -0.9528413453805016, 'Mo': -0.9414504228239268}",5.563745854049764
286,"{'Al': 0.6184534795376719, 'Cr': -1.1642504241201959, 'Mo': 0.9741225287403315}",5.9631048427776046
287,"{'Al': -0.7105507405208253, 'Cr': 1.179290641054536, 'Mo': 1.4469820228653623}",2.618350894629911
288,"{'Al': 0.38402422956840754, 'Cr': 1.518386422982747, 'Mo': -0.22619402778474296}",7.20768921200348
290,"{'Al': 0.7708788437861127, 'Cr': -1.4114418361680365, 'Mo': -0.7082597469081187}",8.453766588262958
